Date;Open;High;Low;Close;Adj Close;Open;High;Low;Close;Adj Close;Volume;;Retorno de i;
31/12/2016;959,039978;965,469971;942,400024;963,380005;963,380005;959.039.978;965.469.971;942.400.024;963.380.005;963.380.005;26379401;;0,032737;
01/01/2017;963,380005;1001,609985;956,099976;995,440002;995,440002;963.380.005;1.001.609.985;956.099.976;995.440.002;995.440.002;40570922;;0,021477;
02/01/2017;995,440002;1031,680054;990,200012;1017,049988;1017,049988;995.440.002;1.031.680.054;990.200.012;1.017.049.988;1.017.049.988;66038073;;0,015851;
03/01/2017;1017,049988;1035,469971;1006,530029;1033,300049;1033,300049;1.017.049.988;1.035.469.971;1.006.530.029;1.033.300.049;1.033.300.049;56085870;;0,094236;
04/01/2017;1033,300049;1148,540039;1022,320007;1135,410034;1135,410034;1.033.300.049;1.148.540.039;1.022.320.007;1.135.410.034;1.135.410.034;170584623;;-0,137701;
05/01/2017;1135,410034;1150,630005;874,530029;989,349976;989,349976;1.135.410.034;1.150.630.005;874.530.029;989.349.976;989.349.976;244839289;;-0,110151;
06/01/2017;989,349976;1027,420044;852,549988;886,159973;886,159973;989.349.976;1.027.420.044;852.549.988;886.159.973;886.159.973;179160668;;0,003053;
07/01/2017;886,159973;900,859985;806,659973;888,869995;888,869995;886.159.973;900.859.985;806.659.973;888.869.995;888.869.995;113037531;;0,013399;
08/01/2017;888,869995;936,130005;875,849976;900,859985;900,859985;888.869.995;936.130.005;875.849.976;900.859.985;900.859.985;70298340;;-0,0012;
09/01/2017;900,859985;910,469971;870,909973;899,780029;899,780029;900.859.985;910.469.971;870.909.973;899.780.029;899.780.029;55963281;;0,005088;
10/01/2017;899,780029;911,320007;890,119995;904,369995;904,369995;899.780.029;911.320.007;890.119.995;904.369.995;904.369.995;48644106;;-0,141007;
11/01/2017;904,369995;917,650024;751,630005;785,429993;785,429993;904.369.995;917.650.024;751.630.005;785.429.993;785.429.993;160194109;;0,030939;
12/01/2017;785,429993;828,210022;739,549988;810,109985;810,109985;785.429.993;828.210.022;739.549.988;810.109.985;810.109.985;93986701;;0,018007;
13/01/2017;810,109985;835,049988;771;824,830017;824,830017;810.109.985;835.049.988;771.000.000;824.830.017;824.830.017;72555875;;-0,006324;
14/01/2017;824,830017;838,900024;808,27002;819,630005;819,630005;824.830.017;838.900.024;808.270.020;819.630.005;819.630.005;36594482;;0,001877;
15/01/2017;819,630005;826,429993;808,630005;821,169983;821,169983;819.630.005;826.429.993;808.630.005;821.169.983;821.169.983;20004735;;0,007486;
16/01/2017;821,169983;836,659973;817,700012;827,340027;827,340027;821.169.983;836.659.973;817.700.012;827.340.027;827.340.027;27592899;;0,083801;
17/01/2017;827,340027;906,380005;825,039978;899,659973;899,659973;827.340.027;906.380.005;825.039.978;899.659.973;899.659.973;72272727;;-0,031193;
18/01/2017;899,659973;913,669983;845,869995;872,030029;872,030029;899.659.973;913.669.983;845.869.995;872.030.029;872.030.029;61042392;;0,026234;
19/01/2017;872,030029;905,280029;870,710022;895,210022;895,210022;872.030.029;905.280.029;870.710.022;895.210.022;895.210.022;52300814;;-0,002573;
20/01/2017;895,210022;901,48999;878,900024;892,909973;892,909973;895.210.022;901.489.990;878.900.024;892.909.973;892.909.973;34847130;;0,029714;
21/01/2017;892,909973;928,929993;889,460022;919,840027;919,840027;892.909.973;928.929.993;889.460.022;919.840.027;919.840.027;37129176;;-0,001088;
22/01/2017;919,840027;938,380005;888,619995;918,840027;918,840027;919.840.027;938.380.005;888.619.995;918.840.027;918.840.027;44074299;;0,002847;
23/01/2017;918,840027;927,97998;910,849976;921,460022;921,460022;918.840.027;927.979.980;910.849.976;921.460.022;921.460.022;30261054;;-0,030533;
24/01/2017;921,460022;925,609985;889,150024;893,75;893,75;921.460.022;925.609.985;889.150.024;893.750.000;893.750.000;53468911;;0,000738;
25/01/2017;893,75;905,700012;883,630005;894,409973;894,409973;893.750.000;905.700.012;883.630.005;894.409.973;894.409.973;34014866;;0,023372;
26/01/2017;894,409973;919,320007;893,48999;915,559998;915,559998;894.409.973;919.320.007;893.489.990;915.559.998;915.559.998;30795685;;0,002672;
27/01/2017;915,559998;922,559998;907,919983;918,01001;918,01001;915.559.998;922.559.998;907.919.983;918.010.010;918.010.010;28503144;;0,000545;
28/01/2017;918,01001;921,890015;912,840027;918,51001;918,51001;918.010.010;921.890.015;912.840.027;918.510.010;918.510.010;13251844;;-0,004321;
29/01/2017;918,51001;922,400024;912,679993;914,549988;914,549988;918.510.010;922.400.024;912.679.993;914.549.988;914.549.988;10214368;;0,006735;
30/01/2017;914,549988;922,349976;911,51001;920,72998;920,72998;914.549.988;922.349.976;911.510.010;920.729.980;920.729.980;17604172;;0,047469;
31/01/2017;920,72998;967,450012;917,380005;965,48999;965,48999;920.729.980;967.450.012;917.380.005;965.489.990;965.489.990;51869216;;0,017393;
01/02/2017;965,48999;986,570007;959,820007;982,429993;982,429993;965.489.990;986.570.007;959.820.007;982.429.993;982.429.993;44035816;;0,021688;
02/02/2017;982,429993;1009,130005;973,5;1003,969971;1003,969971;982.429.993;1.009.130.005;973.500.000;1.003.969.971;1.003.969.971;50633910;;0,008974;
03/02/2017;1003,969971;1023,719971;989,210022;1013,02002;1013,02002;1.003.969.971;1.023.719.971;989.210.022;1.013.020.020;1.013.020.020;62431017;;0,018417;
04/02/2017;1013,02002;1041,040039;1000,409973;1031,849976;1031,849976;1.013.020.020;1.041.040.039;1.000.409.973;1.031.849.976;1.031.849.976;40406542;;-0,015372;
05/02/2017;1031,849976;1033,660034;1004,049988;1016,109985;1016,109985;1.031.849.976;1.033.660.034;1.004.049.988;1.016.109.985;1.016.109.985;31669956;;0,008389;
06/02/2017;1016,109985;1030,599976;1010,830017;1024,670044;1024,670044;1.016.109.985;1.030.599.976;1.010.830.017;1.024.670.044;1.024.670.044;32828350;;0,024;
07/02/2017;1024,670044;1054,099976;1019,869995;1049,560059;1049,560059;1.024.670.044;1.054.099.976;1.019.869.995;1.049.560.059;1.049.560.059;41318349;;0,005634;
08/02/2017;1049,560059;1069,22998;1020,330017;1055,48999;1055,48999;1.049.560.059;1.069.229.980;1.020.330.017;1.055.489.990;1.055.489.990;68336320;;-0,07527;
09/02/2017;1055,48999;1073,030029;924,650024;978,960022;978,960022;1.055.489.990;1.073.030.029;924.650.024;978.960.022;978.960.022;145839317;;0,018872;
10/02/2017;978,960022;1005,599976;947,02002;997,609985;997,609985;978.960.022;1.005.599.976;947.020.020;997.609.985;997.609.985;60639111;;0,010678;
11/02/2017;997,609985;1014,320007;983,929993;1008,320007;1008,320007;997.609.985;1.014.320.007;983.929.993;1.008.320.007;1.008.320.007;28504495;;-0,011772;
12/02/2017;1008,320007;1007,820007;992,450012;996,52002;996,52002;1.008.320.007;1.007.820.007;992.450.012;996.520.020;996.520.020;14825023;;-0,001165;
13/02/2017;996,52002;1007,609985;975,099976;995,359985;995,359985;996.520.020;1.007.609.985;975.099.976;995.359.985;995.359.985;32785064;;0,012956;
14/02/2017;995,359985;1013,799988;986,460022;1008,340027;1008,340027;995.359.985;1.013.799.988;986.460.022;1.008.340.027;1.008.340.027;39810076;;-0,000149;
15/02/2017;1008,340027;1010,929993;999,72998;1008,190002;1008,190002;1.008.340.027;1.010.929.993;999.729.980;1.008.190.002;1.008.190.002;23569549;;0,023274;
16/02/2017;1008,190002;1040,280029;1007,390015;1031,930054;1031,930054;1.008.190.002;1.040.280.029;1.007.390.015;1.031.930.054;1.031.930.054;39114743;;0,016797;
17/02/2017;1031,930054;1057,390015;1025,869995;1049,410034;1049,410034;1.031.930.054;1.057.390.015;1.025.869.995;1.049.410.034;1.049.410.034;47815360;;0,002731;
18/02/2017;1049,410034;1063,209961;1044,680054;1052,280029;1052,280029;1.049.410.034;1.063.209.961;1.044.680.054;1.052.280.029;1.052.280.029;26856521;;-0,003227;
19/02/2017;1052,280029;1056,47998;1037,670044;1048,890015;1048,890015;1.052.280.029;1.056.479.980;1.037.670.044;1.048.890.015;1.048.890.015;18876881;;0,026967;
20/02/2017;1048,890015;1081,780029;1040,98999;1077,560059;1077,560059;1.048.890.015;1.081.780.029;1.040.989.990;1.077.560.059;1.077.560.059;32959720;;0,037763;
21/02/2017;1077,560059;1123,030029;1073,540039;1119,030029;1119,030029;1.077.560.059;1.123.030.029;1.073.540.039;1.119.030.029;1.119.030.029;62908569;;0,001277;
22/02/2017;1119,030029;1132,25;1094,829956;1120,459961;1120,459961;1.119.030.029;1.132.250.000;1.094.829.956;1.120.459.961;1.120.459.961;53647453;;0,044896;
23/02/2017;1120,459961;1181,599976;1113,540039;1171,910034;1171,910034;1.120.459.961;1.181.599.976;1.113.540.039;1.171.910.034;1.171.910.034;75663167;;0,0039;
24/02/2017;1171,910034;1211,73999;1092,410034;1176,48999;1176,48999;1.171.910.034;1.211.739.990;1.092.410.034;1.176.489.990;1.176.489.990;126978010;;-0,0236;
25/02/2017;1176,48999;1180,01001;1116,209961;1149,050049;1149,050049;1.176.489.990;1.180.010.010;1.116.209.961;1.149.050.049;1.149.050.049;53003830;;0,019418;
26/02/2017;1149,050049;1177,469971;1130,609985;1171,579956;1171,579956;1.149.050.049;1.177.469.971;1.130.609.985;1.171.579.956;1.171.579.956;35750258;;0,014616;
27/02/2017;1171,579956;1195,819946;1164,27002;1188,829956;1188,829956;1.171.579.956;1.195.819.946;1.164.270.020;1.188.829.956;1.188.829.956;42035366;;0,00037;
28/02/2017;1188,829956;1208,219971;1175,75;1189,27002;1189,27002;1.188.829.956;1.208.219.971;1.175.750.000;1.189.270.020;1.189.270.020;60371869;;0,027689;
01/03/2017;1189,27002;1225,040039;1154,550049;1222,660034;1222,660034;1.189.270.020;1.225.040.039;1.154.550.049;1.222.660.034;1.222.660.034;61964760;;0,026481;
02/03/2017;1222,660034;1286,97998;1211,959961;1255,469971;1255,469971;1.222.660.034;1.286.979.980;1.211.959.961;1.255.469.971;1.255.469.971;98040639;;0,021925;
03/03/2017;1255,469971;1291,349976;1250,800049;1283,300049;1283,300049;1.255.469.971;1.291.349.976;1.250.800.049;1.283.300.049;1.283.300.049;85876262;;-0,014901;
04/03/2017;1283,300049;1285,780029;1228,72998;1264,319946;1264,319946;1.283.300.049;1.285.780.029;1.228.729.980;1.264.319.946;1.264.319.946;48597934;;0,005443;
05/03/2017;1264,319946;1273,280029;1242,099976;1271,219971;1271,219971;1.264.319.946;1.273.280.029;1.242.099.976;1.271.219.971;1.271.219.971;32104972;;0,004544;
06/03/2017;1271,219971;1280,609985;1261;1277,01001;1277,01001;1.271.219.971;1.280.609.985;1.261.000.000;1.277.010.010;1.277.010.010;39591110;;-0,035323;
07/03/2017;1277,01001;1280,890015;1148,660034;1232,689941;1232,689941;1.277.010.010;1.280.890.015;1.148.660.034;1.232.689.941;1.232.689.941;108673876;;-0,072075;
08/03/2017;1232,689941;1242,040039;1136,880005;1146,969971;1146,969971;1.232.689.941;1.242.040.039;1.136.880.005;1.146.969.971;1.146.969.971;116342973;;0,037947;
09/03/2017;1146,969971;1206,969971;1129,349976;1191,329956;1191,329956;1.146.969.971;1.206.969.971;1.129.349.976;1.191.329.956;1.191.329.956;70427061;;-0,068559;
10/03/2017;1191,329956;1330,420044;988,690002;1112,390015;1112,390015;1.191.329.956;1.330.420.044;988.690.002;1.112.390.015;1.112.390.015;223836041;;0,058342;
11/03/2017;1112,390015;1202,689941;1104,780029;1179,219971;1179,219971;1.112.390.015;1.202.689.941;1.104.780.029;1.179.219.971;1.179.219.971;82387198;;0,038177;
12/03/2017;1179,219971;1235,459961;1160,900024;1225,109985;1225,109985;1.179.219.971;1.235.459.961;1.160.900.024;1.225.109.985;1.225.109.985;53441762;;0,01062;
13/03/2017;1225,109985;1245,630005;1205,609985;1238,189941;1238,189941;1.225.109.985;1.245.630.005;1.205.609.985;1.238.189.941;1.238.189.941;74376298;;0,00399;
14/03/2017;1238,189941;1255,52002;1218,380005;1243,140015;1243,140015;1.238.189.941;1.255.520.020;1.218.380.005;1.243.140.015;1.243.140.015;56058617;;0,008243;
15/03/2017;1243,140015;1256,949951;1236,430054;1253,430054;1253,430054;1.243.140.015;1.256.949.951;1.236.430.054;1.253.430.054;1.253.430.054;54486699;;-0,066422;
16/03/2017;1253,430054;1260,23999;1118,959961;1172,880005;1172,880005;1.253.430.054;1.260.239.990;1.118.959.961;1.172.880.005;1.172.880.005;159409024;;-0,090207;
17/03/2017;1172,880005;1174,900024;1063,47998;1071,709961;1071,709961;1.172.880.005;1.174.900.024;1.063.479.980;1.071.709.961;1.071.709.961;183879768;;-0,098293;
18/03/2017;1071,709961;1103,609985;940,179993;971,380005;971,380005;1.071.709.961;1.103.609.985;940.179.993;971.380.005;971.380.005;212772055;;0,051386;
19/03/2017;971,380005;1063,670044;967,309998;1022,599976;1022,599976;971.380.005;1.063.670.044;967.309.998;1.022.599.976;1.022.599.976;108128237;;0,024068;
20/03/2017;1022,599976;1057,5;1005,049988;1047,51001;1047,51001;1.022.599.976;1.057.500.000;1.005.049.988;1.047.510.010;1.047.510.010;63833143;;0,068064;
21/03/2017;1047,51001;1125,530029;1043,869995;1121,290039;1121,290039;1.047.510.010;1.125.530.029;1.043.869.995;1.121.290.039;1.121.290.039;101051998;;-0,070731;
22/03/2017;1121,290039;1121,880005;997,780029;1044,719971;1044,719971;1.121.290.039;1.121.880.005;997.780.029;1.044.719.971;1.044.719.971;120730492;;-0,009318;
23/03/2017;1044,719971;1062,790039;1022,02002;1035,030029;1035,030029;1.044.719.971;1.062.790.039;1.022.020.020;1.035.030.029;1.035.030.029;58898141;;-0,096625;
24/03/2017;1035,030029;1038,380005;927,349976;939,700012;939,700012;1.035.030.029;1.038.380.005;927.349.976;939.700.012;939.700.012;130042865;;0,027914;
25/03/2017;939,700012;995,960022;890,429993;966,299988;966,299988;939.700.012;995.960.022;890.429.993;966.299.988;966.299.988;118395054;;0,003244;
26/03/2017;966,299988;1004,320007;946,650024;969,440002;969,440002;966.299.988;1.004.320.007;946.650.024;969.440.002;969.440.002;83255983;;0,075188;
26/03/2017;969,440002;1048,849976;961,799988;1045,140015;1045,140015;969.440.002;1.048.849.976;961.799.988;1.045.140.015;1.045.140.015;92332221;;-0,000689;
27/03/2017;1045,140015;1068,410034;1015,450012;1044,420044;1044,420044;1.045.140.015;1.068.410.034;1.015.450.012;1.044.420.044;1.044.420.044;83567551;;-0,002416;
28/03/2017;1044,420044;1058,660034;1008,340027;1041,900024;1041,900024;1.044.420.044;1.058.660.034;1.008.340.027;1.041.900.024;1.041.900.024;71261535;;-0,003837;
29/03/2017;1041,900024;1052,660034;1020,929993;1037,910034;1037,910034;1.041.900.024;1.052.660.034;1.020.929.993;1.037.910.034;1.037.910.034;77633883;;0,038928;
30/03/2017;1037,910034;1088,199951;1035,180054;1079,109985;1079,109985;1.037.910.034;1.088.199.951;1.035.180.054;1.079.109.985;1.079.109.985;96543920;;0,006475;
31/03/2017;1079,109985;1103,73999;1067,469971;1086,119995;1086,119995;1.079.109.985;1.103.739.990;1.067.469.971;1.086.119.995;1.086.119.995;55020078;;0,010332;
01/04/2017;1086,119995;1109,47998;1074,209961;1097,400024;1097,400024;1.086.119.995;1.109.479.980;1.074.209.961;1.097.400.024;1.097.400.024;77853933;;0,044694;
02/04/2017;1097,400024;1157,869995;1095,550049;1147,560059;1147,560059;1.097.400.024;1.157.869.995;1.095.550.049;1.147.560.059;1.147.560.059;111870807;;-0,005058;
03/04/2017;1147,560059;1161,189941;1122,150024;1141,77002;1141,77002;1.147.560.059;1.161.189.941;1.122.150.024;1.141.770.020;1.141.770.020;81164094;;-0,010477;
04/04/2017;1141,77002;1143,839966;1110,060059;1129,869995;1129,869995;1.141.770.020;1.143.839.966;1.110.060.059;1.129.869.995;1.129.869.995;78335573;;0,050758;
05/04/2017;1129,869995;1201,550049;1130,51001;1188,699951;1188,699951;1.129.869.995;1.201.550.049;1.130.510.010;1.188.699.951;1.188.699.951;108182158;;0,001505;
06/04/2017;1188,699951;1201,22998;1173,180054;1190,48999;1190,48999;1.188.699.951;1.201.229.980;1.173.180.054;1.190.489.990;1.190.489.990;71184485;;-0,00819;
07/04/2017;1190,48999;1198,219971;1166,650024;1180,780029;1180,780029;1.190.489.990;1.198.219.971;1.166.650.024;1.180.780.029;1.180.780.029;39393003;;0,019756;
08/04/2017;1180,780029;1215,099976;1173,98999;1204,339966;1204,339966;1.180.780.029;1.215.099.976;1.173.989.990;1.204.339.966;1.204.339.966;54498333;;0,001966;
09/04/2017;1204,339966;1214,869995;1194,810059;1206,709961;1206,709961;1.204.339.966;1.214.869.995;1.194.810.059;1.206.709.961;1.206.709.961;48473680;;0,01156;
10/04/2017;1206,709961;1229,569946;1195,76001;1220,73999;1220,73999;1.206.709.961;1.229.569.946;1.195.760.010;1.220.739.990;1.220.739.990;45563707;;-0,006748;
11/04/2017;1220,73999;1225,459961;1207,359985;1212,530029;1212,530029;1.220.739.990;1.225.459.961;1.207.359.985;1.212.530.029;1.212.530.029;54699396;;-0,03042;
12/04/2017;1212,530029;1218,660034;1150,290039;1176,199951;1176,199951;1.212.530.029;1.218.660.034;1.150.290.039;1.176.199.951;1.176.199.951;78456422;;0,00096;
13/04/2017;1176,199951;1195,400024;1162,160034;1177,329956;1177,329956;1.176.199.951;1.195.400.024;1.162.160.034;1.177.329.956;1.177.329.956;56129576;;-0,000289;
14/04/2017;1177,329956;1194,849976;841,530029;1176,98999;1176,98999;1.177.329.956;1.194.849.976;841.530.029;1.176.989.990;1.176.989.990;33877537;;-0,000161;
15/04/2017;1176,98999;1187,969971;1166,73999;1176,800049;1176,800049;1.176.989.990;1.187.969.971;1.166.739.990;1.176.800.049;1.176.800.049;22538918;;0,014518;
16/04/2017;1176,800049;1202,969971;1172,810059;1194,01001;1194,01001;1.176.800.049;1.202.969.971;1.172.810.059;1.194.010.010;1.194.010.010;56095607;;0,010066;
17/04/2017;1194,01001;1213,880005;1191,140015;1206,089966;1206,089966;1.194.010.010;1.213.880.005;1.191.140.015;1.206.089.966;1.206.089.966;64900219;;0,007525;
18/04/2017;1206,089966;1218,209961;1194,079956;1215,199951;1215,199951;1.206.089.966;1.218.209.961;1.194.079.956;1.215.199.951;1.215.199.951;53034357;;0,018661;
19/04/2017;1215,199951;1246,640015;1210,670044;1238,089966;1238,089966;1.215.199.951;1.246.640.015;1.210.670.044;1.238.089.966;1.238.089.966;69223360;;0,009286;
20/04/2017;1238,089966;1256,969971;1235,560059;1249,640015;1249,640015;1.238.089.966;1.256.969.971;1.235.560.059;1.249.640.015;1.249.640.015;52498296;;-0,007027;
21/04/2017;1249,640015;1256,969971;1215,780029;1240,890015;1240,890015;1.249.640.015;1.256.969.971;1.215.780.029;1.240.890.015;1.240.890.015;55776932;;0,006626;
22/04/2017;1240,890015;1256,22998;1223,060059;1249,140015;1249,140015;1.240.890.015;1.256.229.980;1.223.060.059;1.249.140.015;1.249.140.015;54224355;;-0,000769;
23/04/2017;1249,140015;1256,359985;1234,859985;1248,180054;1248,180054;1.249.140.015;1.256.359.985;1.234.859.985;1.248.180.054;1.248.180.054;49281629;;0,01284;
24/04/2017;1248,180054;1272,619995;1244,209961;1264,310059;1264,310059;1.248.180.054;1.272.619.995;1.244.209.961;1.264.310.059;1.264.310.059;56659016;;0,0175;
25/04/2017;1264,310059;1309,199951;1263;1286,630005;1286,630005;1.264.310.059;1.309.199.951;1.263.000.000;1.286.630.005;1.286.630.005;77649710;;0,035338;
26/04/2017;1286,630005;1346,790039;1285,300049;1332,910034;1332,910034;1.286.630.005;1.346.790.039;1.285.300.049;1.332.910.034;1.332.910.034;83319636;;-0,002471;
27/04/2017;1332,910034;1356,150024;1287,619995;1329,619995;1329,619995;1.332.910.034;1.356.150.024;1.287.619.995;1.329.619.995;1.329.619.995;104536476;;0,004996;
28/04/2017;1329,619995;1343,689941;1314,150024;1336,280029;1336,280029;1.329.619.995;1.343.689.941;1.314.150.024;1.336.280.029;1.336.280.029;55982468;;0,011629;
29/04/2017;1336,280029;1358,939941;1309,660034;1351,910034;1351,910034;1.336.280.029;1.358.939.941;1.309.660.034;1.351.910.034;1.351.910.034;55470285;;0,046183;
30/04/2017;1351,910034;1448,680054;1342,780029;1415,810059;1415,810059;1.351.910.034;1.448.680.054;1.342.780.029;1.415.810.059;1.415.810.059;144414038;;0,021051;
01/05/2017;1415,810059;1471,140015;1394,829956;1445,930054;1445,930054;1.415.810.059;1.471.140.015;1.394.829.956;1.445.930.054;1.445.930.054;103342244;;0,027032;
02/05/2017;1445,930054;1496,390015;1424,050049;1485,550049;1485,550049;1.445.930.054;1.496.390.015;1.424.050.049;1.485.550.049;1.485.550.049;122551707;;0,020791;
03/05/2017;1485,550049;1609,839966;1437,109985;1516,76001;1516,76001;1.485.550.049;1.609.839.966;1.437.109.985;1.516.760.010;1.516.760.010;213084949;;-0,005945;
04/05/2017;1516,76001;1588,109985;1485,01001;1507,77002;1507,77002;1.516.760.010;1.588.109.985;1.485.010.010;1.507.770.020;1.507.770.020;188015771;;0,02458;
05/05/2017;1507,77002;1560,420044;1503,930054;1545,290039;1545,290039;1.507.770.020;1.560.420.044;1.503.930.054;1.545.290.039;1.545.290.039;92747185;;0,00591;
06/05/2017;1545,290039;1572,890015;1495,180054;1554,449951;1554,449951;1.545.290.039;1.572.890.015;1.495.180.054;1.554.449.951;1.554.449.951;111708072;;0,068385;
07/05/2017;1554,449951;1667,670044;1552,859985;1664,469971;1664,469971;1.554.449.951;1.667.670.044;1.552.859.985;1.664.469.971;1.664.469.971;174687869;;0,01965;
08/05/2017;1664,469971;1757,390015;1619,969971;1697,5;1697,5;1.664.469.971;1.757.390.015;1.619.969.971;1.697.500.000;1.697.500.000;219169486;;0,031778;
09/05/2017;1697,5;1766,180054;1664,98999;1752,310059;1752,310059;1.697.500.000;1.766.180.054;1.664.989.990;1.752.310.059;1.752.310.059;156203600;;0,037511;
10/05/2017;1752,310059;1864,76001;1741,540039;1819,290039;1819,290039;1.752.310.059;1.864.760.010;1.741.540.039;1.819.290.039;1.819.290.039;198829123;;-0,075856;
11/05/2017;1819,290039;1822,51001;1641,180054;1686,390015;1686,390015;1.819.290.039;1.822.510.010;1.641.180.054;1.686.390.015;1.686.390.015;192159873;;0,044846;
12/05/2017;1686,390015;1770,5;1594,589966;1763,73999;1763,73999;1.686.390.015;1.770.500.000;1.594.589.966;1.763.739.990;1.763.739.990;128390095;;0,004983;
13/05/2017;1763,73999;1802,75;1736,130005;1772,550049;1772,550049;1.763.739.990;1.802.750.000;1.736.130.005;1.772.550.049;1.772.550.049;72874378;;-0,036558;
14/05/2017;1772,550049;1776,650024;1656,810059;1708,920044;1708,920044;1.772.550.049;1.776.650.024;1.656.810.059;1.708.920.044;1.708.920.044;138499150;;0,011878;
15/05/2017;1708,920044;1752,550049;1653,719971;1729,339966;1729,339966;1.708.920.044;1.752.550.049;1.653.719.971;1.729.339.966;1.729.339.966;130379207;;0,040769;
16/05/2017;1729,339966;1842,829956;1703,969971;1801,300049;1801,300049;1.729.339.966;1.842.829.956;1.703.969.971;1.801.300.049;1.801.300.049;170954154;;0,04329;
17/05/2017;1801,300049;1980,48999;1791,119995;1880,98999;1880,98999;1.801.300.049;1.980.489.990;1.791.119.995;1.880.989.990;1.880.989.990;135901905;;0,042166;
18/05/2017;1880,98999;1969,699951;1875,280029;1962;1962;1.880.989.990;1.969.699.951;1.875.280.029;1.962.000.000;1.962.000.000;191523926;;0,039074;
19/05/2017;1962;2048,449951;1944,400024;2040,180054;2040,180054;1.962.000.000;2.048.449.951;1.944.400.024;2.040.180.054;2.040.180.054;179346919;;0,001964;
20/05/2017;2040,180054;2094,939941;1980,069946;2044,189941;2044,189941;2.040.180.054;2.094.939.941;1.980.069.946;2.044.189.941;2.044.189.941;161036810;;0,038492;
21/05/2017;2044,189941;2264,76001;1998,609985;2124,409912;2124,409912;2.044.189.941;2.264.760.010;1.998.609.985;2.124.409.912;2.124.409.912;373482496;;0,067422;
22/05/2017;2124,409912;2286,300049;2110,780029;2272,580078;2272,580078;2.124.409.912;2.286.300.049;2.110.780.029;2.272.580.078;2.272.580.078;251969081;;0,073244;
23/05/2017;2272,580078;2496,97998;2263,290039;2445,280029;2445,280029;2.272.580.078;2.496.979.980;2.263.290.039;2.445.280.029;2.445.280.029;353734030;;-0,058116;
24/05/2017;2445,280029;2781,76001;2210,47998;2307,219971;2307,219971;2.445.280.029;2.781.760.010;2.210.479.980;2.307.219.971;2.307.219.971;622139030;;-0,027387;
25/05/2017;2306,959961;2616,52002;2051,449951;2244,889893;2244,889893;2.306.959.961;2.616.520.020;2.051.449.951;2.244.889.893;2.244.889.893;441342711;;-0,089632;
26/05/2017;2244,889893;2322,370117;1868,560059;2052,429932;2052,429932;2.244.889.893;2.322.370.117;1.868.560.059;2.052.429.932;2.052.429.932;446034004;;0,06443;
27/05/2017;2052,429932;2300,52002;2051,070068;2189,02002;2189,02002;2.052.429.932;2.300.520.020;2.051.070.068;2.189.020.020;2.189.020.020;266766116;;0,039936;
28/05/2017;2189,02002;2337,350098;2117,340088;2278,209961;2278,209961;2.189.020.020;2.337.350.098;2.117.340.088;2.278.209.961;2.278.209.961;204101576;;-0,038325;
29/05/2017;2278,209961;2329,26001;2147,100098;2192,550049;2192,550049;2.278.209.961;2.329.260.010;2.147.100.098;2.192.550.049;2.192.550.049;270069146;;0,049295;
30/05/2017;2192,550049;2330,620117;2168,370117;2303,340088;2303,340088;2.192.550.049;2.330.620.117;2.168.370.117;2.303.340.088;2.303.340.088;261223035;;0,046365;
31/05/2017;2303,340088;2460,840088;2303,340088;2412,649902;2412,649902;2.303.340.088;2.460.840.088;2.303.340.088;2.412.649.902;2.412.649.902;290070431;;0,032601;
01/06/2017;2412,649902;2493,969971;2385,590088;2492,600098;2492,600098;2.412.649.902;2.493.969.971;2.385.590.088;2.492.600.098;2.492.600.098;199765372;;0,020973;
02/06/2017;2492,600098;2582,77002;2449,949951;2545,429932;2545,429932;2.492.600.098;2.582.770.020;2.449.949.951;2.545.429.932;2.545.429.932;177168595;;-0,008431;
03/06/2017;2545,429932;2559,790039;2478,179932;2524,060059;2524,060059;2.545.429.932;2.559.790.039;2.478.179.932;2.524.060.059;2.524.060.059;149060810;;0,069218;
04/06/2017;2524,060059;2705,379883;2523,919922;2704,959961;2704,959961;2.524.060.059;2.705.379.883;2.523.919.922;2.704.959.961;2.704.959.961;225611887;;0,059399;
05/06/2017;2704,959961;2931,23999;2699,679932;2870,5;2870,5;2.704.959.961;2.931.239.990;2.699.679.932;2.870.500.000;2.870.500.000;538772473;;-0,064384;
06/06/2017;2870,5;2880,949951;2626,560059;2691,51001;2691,51001;2.870.500.000;2.880.949.951;2.626.560.059;2.691.510.010;2.691.510.010;340329903;;0,039081;
07/06/2017;2691,51001;2808,409912;2623,610107;2798,780029;2798,780029;2.691.510.010;2.808.409.912;2.623.610.107;2.798.780.029;2.798.780.029;260898606;;0,00451;
08/06/2017;2798,780029;2852,070068;2786,070068;2811,429932;2811,429932;2.798.780.029;2.852.070.068;2.786.070.068;2.811.429.932;2.811.429.932;189237110;;0,031104;
09/06/2017;2811,429932;2914,189941;2807,360107;2900,25;2900,25;2.811.429.932;2.914.189.941;2.807.360.107;2.900.250.000;2.900.250.000;246869682;;0,024926;
10/06/2017;2900,25;2977,860107;2867,25;2973,449951;2973,449951;2.900.250.000;2.977.860.107;2.867.250.000;2.973.449.951;2.973.449.951;241516660;;-0,112612;
11/06/2017;2973,449951;2985,060059;2483,629883;2656,77002;2656,77002;2.973.449.951;2.985.060.059;2.483.629.883;2.656.770.020;2.656.770.020;585158909;;0,02094;
